experiment	lariat_id	lariat_count_WT	lariat_count_DBR1_KO	total_alu_count	pos_alu_count	neg_alu_count	alu_ir_pair_count	alu_category	total_reads_DBR1_KO	total_reads_WT
1	chr19_-_47588390_47588311	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr7_-_42276570_42276433	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr9_+_128111799_128112344	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr3_+_152173367_152173853	5	0	0	0	0	0	no_alu	285887559	246574313
1	chr12_+_2930039_2930407	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr10_-_35324100_35322918	7	0	0	0	0	0	no_alu	285887559	246574313
1	chr11_-_113699919_113698084	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_144594484_144595830	1	0	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr11_-_118425705_118425327	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_35978337_35974401	1	0	4	4	0	0	non_ir_multi_alu	285887559	246574313
1	chr2_-_24484430_24484133	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr4_+_41263941_41265063	2	0	2	1	1	1	ir_alu	285887559	246574313
1	chr2_-_24305755_24305554	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr3_-_47098684_47098599	4	1	0	0	0	0	no_alu	285887559	246574313
1	chr7_-_26236177_26236026	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_70694239_70697506	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr7_-_158621780_158621595	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr7_-_99697212_99697073	1	2	0	0	0	0	no_alu	285887559	246574313
1	chr5_-_157216371_157215026	5	0	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr1_+_179312771_179314078	2	0	2	1	1	1	ir_alu	285887559	246574313
1	chr9_-_86591910_86590659	3	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_45220518_45221713	4	0	2	0	2	0	non_ir_multi_alu	285887559	246574313
1	chr20_-_34328447_34327037	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr11_+_118370629_118371689	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr16_-_74487069_74486954	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr6_-_32095894_32095741	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr11_-_62621991_62621537	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr8_-_48809721_48805979	2	0	4	4	0	0	non_ir_multi_alu	285887559	246574313
1	chr9_-_86591910_86590672	2	2	0	0	0	0	no_alu	285887559	246574313
1	chr5_+_179994243_179994814	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr4_+_166405757_166408587	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_80022699_80022129	2	12	0	0	0	0	no_alu	285887559	246574313
1	chr5_-_179707440_179707072	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr9_+_127631719_127631986	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr22_-_36914810_36913498	1	0	2	1	1	1	ir_alu	285887559	246574313
1	chr2_-_98274406_98273971	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr10_-_77160863_77160171	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_60112824_60111470	2	0	2	2	0	0	non_ir_multi_alu	285887559	246574313
1	chr1_+_171553327_171553528	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr2_+_233659655_233660770	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_113124997_113124753	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr15_+_98513974_98514359	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr4_-_106291994_106290958	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr16_-_431908_431703	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr2_+_219540197_219540707	1	0	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr18_+_21353552_21355756	1	0	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr9_-_6015472_6014359	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr6_+_36449537_36452482	1	0	6	3	3	3	ir_alu	285887559	246574313
1	chr3_+_9470694_9471477	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr19_-_5787600_5787391	1	78	0	0	0	0	no_alu	285887559	246574313
1	chr3_+_50127885_50128535	2	0	0	0	0	0	no_alu	285887559	246574313
1	chrX_+_152955962_152956742	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_61903927_61903865	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_40574822_40574774	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr19_+_7975458_7975556	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr7_+_11101713_11102047	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr19_-_46973195_46973102	3	0	0	0	0	0	no_alu	285887559	246574313
1	chr2_+_71632773_71633240	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr5_-_10290660_10288642	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr10_+_115661657_115662187	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr21_-_19190509_19190372	3	0	0	0	0	0	no_alu	285887559	246574313
1	chr10_+_73047523_73048304	2	2	0	0	0	0	no_alu	285887559	246574313
1	chr9_-_86591910_86590673	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr14_+_92592525_92597288	1	0	4	3	1	1	ir_alu	285887559	246574313
1	chr19_-_5787600_5787389	1	114	0	0	0	0	no_alu	285887559	246574313
1	chr5_-_64887699_64887618	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr6_+_37438854_37439621	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_33248005_33246747	4	0	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr9_-_95080900_95080845	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr20_-_43128899_43128713	1	1	0	0	0	0	no_alu	285887559	246574313
1	chr2_-_55571504_55570963	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_75685485_75685026	3	0	0	0	0	0	no_alu	285887559	246574313
1	chr9_-_86591910_86590671	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr20_-_35663645_35661182	1	0	6	1	5	1	ir_alu	285887559	246574313
1	chrX_+_51645035_51645239	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr12_-_30784829_30784764	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr6_-_117900063_117896506	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr22_-_42003844_42003336	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr5_+_179994243_179994812	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr14_-_54948127_54947676	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr2_+_203417612_203419973	2	0	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr2_+_27454449_27454888	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr9_+_139232419_139232952	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr2_+_27994667_27995522	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr20_+_34087999_34089568	1	0	3	1	2	1	ir_alu	285887559	246574313
1	chr1_+_203786253_203787693	1	0	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr1_+_200825254_200826404	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr9_+_72959186_72961476	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_7760333_7760184	2	17	0	0	0	0	no_alu	285887559	246574313
1	chr5_-_179042547_179041961	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_643841_643930	2	0	0	0	0	0	no_alu	285887559	246574313
1	chrX_-_76849166_76845411	1	0	4	4	0	0	non_ir_multi_alu	285887559	246574313
1	chrX_+_48759544_48759660	1	3	0	0	0	0	no_alu	285887559	246574313
1	chr10_-_90987957_90986783	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr9_-_86591910_86590657	1	0	0	0	0	0	no_alu	285887559	246574313
1	chrX_-_131518691_131516490	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr4_+_40099190_40103658	1	0	3	0	3	0	non_ir_multi_alu	285887559	246574313
1	chr6_+_4061935_4062419	5	0	0	0	0	0	no_alu	285887559	246574313
1	chr6_-_170892593_170892279	4	0	0	0	0	0	no_alu	285887559	246574313
1	chr9_-_84249012_84248340	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr7_-_99697212_99697082	1	1	0	0	0	0	no_alu	285887559	246574313
1	chr5_-_150282891_150282836	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr6_-_112460322_112457481	2	0	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr1_-_24304401_24301564	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr15_-_66795396_66795087	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_33430473_33430373	8	31	0	0	0	0	no_alu	285887559	246574313
1	chr7_-_99697212_99697074	2	8	0	0	0	0	no_alu	285887559	246574313
1	chr9_-_86590377_86589530	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr5_+_138699612_138700251	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr19_-_4694673_4694558	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr8_-_103269860_103266743	1	0	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr3_+_9974388_9974458	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr9_+_131583128_131583374	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_4575409_4575267	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_47110833_47108972	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_22055063_22054786	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_19431079_19430753	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr5_-_90674511_90672594	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr3_-_122160885_122156165	2	0	3	0	3	0	non_ir_multi_alu	285887559	246574313
1	chr12_+_64838912_64841881	2	0	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr2_+_232030732_232035254	2	0	0	0	0	0	no_alu	285887559	246574313
1	chrX_+_41203653_41204425	1	0	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr3_-_33731321_33729886	4	0	0	0	0	0	no_alu	285887559	246574313
1	chr22_+_41921353_41921455	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr3_-_47098684_47098555	3	2	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_30687987_30688485	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr3_+_152173367_152173854	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr2_-_219130554_219130430	1	2	0	0	0	0	no_alu	285887559	246574313
1	chr13_-_31037344_31036848	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr8_+_104342294_104342765	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr9_+_78804663_78807906	2	0	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr3_-_52265143_52265034	4	0	0	0	0	0	no_alu	285887559	246574313
1	chr5_+_89986859_89988398	2	0	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr1_-_153789848_153789061	1	0	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr1_+_36758311_36759453	1	0	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr22_-_30782605_30782087	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr7_+_44733604_44734020	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr5_-_115831947_115831247	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr3_-_195794903_195794532	1	0	0	0	0	0	no_alu	285887559	246574313
1	chrX_-_119672515_119672106	2	0	0	0	0	0	no_alu	285887559	246574313
1	chrX_+_152955962_152956751	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr9_-_86591910_86590658	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_28832840_28832974	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr6_+_168344740_168344851	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_39318046_39317431	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_183599596_183599463	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_210012474_210014198	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr7_+_2406084_2406602	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr11_+_108123640_108124523	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr5_+_70798619_70800431	1	0	3	2	1	1	ir_alu	285887559	246574313
1	chr22_-_39148512_39147397	2	23	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr15_+_78765724_78768501	2	0	2	2	0	0	non_ir_multi_alu	285887559	246574313
1	chr14_-_77812692_77810072	1	0	3	2	1	1	ir_alu	285887559	246574313
1	chr12_+_102074308_102074440	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr22_-_39148512_39147399	2	2	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr10_+_43289440_43290953	3	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_34863642_34863376	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_73559260_73559384	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr14_+_24606415_24606448	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr7_-_151871216_151868443	1	0	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr10_+_28879762_28884616	1	0	3	3	0	0	non_ir_multi_alu	285887559	246574313
1	chr9_-_86591910_86590664	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr15_+_65855223_65856544	1	0	2	2	0	0	non_ir_multi_alu	285887559	246574313
1	chr17_-_74731854_74731587	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr6_-_2838783_2838234	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_150551899_150551673	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr4_-_891821_890369	1	0	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr8_-_38027320_38021361	1	0	8	4	4	4	ir_alu	285887559	246574313
1	chr17_-_15971208_15969010	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_21177751_21176041	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr12_-_49224925_49224474	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_38058313_38058222	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr9_+_78804663_78807900	1	0	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr2_-_232325189_232325001	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_16778511_16782281	1	0	4	0	4	0	non_ir_multi_alu	285887559	246574313
1	chr11_+_47182742_47182989	2	7	0	0	0	0	no_alu	285887559	246574313
1	chr5_+_179994243_179994815	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr7_+_148487534_148489795	1	0	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr8_+_68102995_68103072	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_5074211_5074294	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr12_+_58177067_58179910	1	4	4	1	3	1	ir_alu	285887559	246574313
1	chr1_-_224581530_224577612	1	0	5	3	2	2	ir_alu	285887559	246574313
1	chr3_-_51994882_51994682	2	3	0	0	0	0	no_alu	285887559	246574313
1	chr14_+_102793225_102794176	1	0	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr1_+_207933070_207934566	1	0	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr1_-_853402_853137	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr7_-_99697212_99697072	6	1	0	0	0	0	no_alu	285887559	246574313
1	chr13_+_115010445_115011465	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr5_+_78938734_78939409	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr9_+_88628060_88628567	4	0	0	0	0	0	no_alu	285887559	246574313
1	chr22_-_22161953_22160329	4	0	0	0	0	0	no_alu	285887559	246574313
1	chr7_+_135277941_135279293	5	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_41215891_41215391	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr11_-_118770626_118770241	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr2_+_27994667_27995511	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr14_-_21830953_21830504	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr7_-_106851544_106851079	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr15_+_78765724_78768503	2	0	2	2	0	0	non_ir_multi_alu	285887559	246574313
1	chr7_-_100959621_100958564	2	0	2	0	2	0	non_ir_multi_alu	285887559	246574313
1	chr7_+_56136332_56136786	1	0	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr6_-_99956486_99956356	2	0	0	0	0	0	no_alu	285887559	246574313
1	chrX_+_48759229_48759315	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr2_-_198358048_198355037	1	2	6	4	2	2	ir_alu	285887559	246574313
1	chr17_-_38189309_38189041	3	3	0	0	0	0	no_alu	285887559	246574313
1	chr16_+_30732300_30732420	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_39913886_39913787	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr3_-_50325840_50325733	2	2	0	0	0	0	no_alu	285887559	246574313
1	chrX_-_119680991_119680493	2	6	0	0	0	0	no_alu	285887559	246574313
1	chr16_-_239967_239538	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr19_+_8551290_8551859	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr7_-_99697212_99697080	1	2	0	0	0	0	no_alu	285887559	246574313
1	chr19_-_46357649_46357516	3	57	0	0	0	0	no_alu	285887559	246574313
1	chrX_+_44966782_44969314	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr9_+_72959186_72961485	3	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_49054469_49053301	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr19_-_10252704_10251893	3	0	0	0	0	0	no_alu	285887559	246574313
1	chrX_-_153223476_153223360	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_93128276_93127444	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr7_-_99697212_99697083	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr13_-_111558380_111558157	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr5_+_78945014_78945585	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_11140821_11140677	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr14_-_54948127_54947677	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_26228159_26228020	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr6_+_168291710_168297533	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr10_+_75549583_75549686	1	25	0	0	0	0	no_alu	285887559	246574313
1	chr20_+_42331544_42333834	2	0	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr4_+_15504547_15504639	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr8_-_117862857_117861294	5	0	0	0	0	0	no_alu	285887559	246574313
1	chr16_-_3807810_3807399	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr4_+_57355650_57356461	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr7_+_102939156_102939885	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr2_-_171912981_171911754	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr7_-_141364987_141364879	1	1	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_74081395_74080688	2	9	0	0	0	0	no_alu	285887559	246574313
1	chr7_-_99697212_99697081	2	1	0	0	0	0	no_alu	285887559	246574313
1	chr8_-_95405971_95405660	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_70687523_70687692	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr12_-_124110972_124109425	2	1	2	1	1	1	ir_alu	285887559	246574313
1	chr17_-_26912552_26912339	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr5_+_52201739_52201858	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr16_-_2013150_2012933	1	1	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_193121575_193121766	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr14_+_102505592_102505724	1	20	0	0	0	0	no_alu	285887559	246574313
1	chr21_+_34944937_34945602	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_150598118_150598054	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr2_-_197639840_197639675	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_643841_643885	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr2_+_219081978_219082148	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_49054469_49053302	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr6_-_101079004_101077088	1	0	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr12_+_3046896_3047275	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr6_-_116989729_116987960	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr9_-_35076429_35076270	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr20_-_479899_478426	1	0	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr5_-_179743341_179743138	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr12_-_46756067_46755016	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_62530856_62532715	1	0	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr9_-_103065914_103065876	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr8_+_38704338_38705443	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr3_+_152173367_152173841	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr2_+_27292575_27292958	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_7469082_7469718	1	0	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr1_-_153905118_153904940	2	2	0	0	0	0	no_alu	285887559	246574313
1	chr12_+_97311516_97313760	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr3_+_58094299_58094907	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr16_-_18881176_18880627	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr12_+_64889556_64890130	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr16_-_18908115_18907527	2	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_93583998_93584863	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr18_-_33060417_33059376	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr5_+_179994243_179994811	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_75685485_75685028	1	0	0	0	0	0	no_alu	285887559	246574313
1	chr2_+_73477045_73477405	1	1	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_33323215_33323569	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_43009424_43009120	0	18	0	0	0	0	no_alu	285887559	246574313
1	chr22_-_30976040_30975828	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr12_-_7076839_7076424	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr14_+_24771313_24771415	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_45218927_45219371	0	150	0	0	0	0	no_alu	285887559	246574313
1	chr16_+_719607_720101	0	77	0	0	0	0	no_alu	285887559	246574313
1	chr16_+_30731653_30732008	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr20_-_1352720_1350737	0	19	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_161136463_161136602	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_6503700_6502667	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr8_+_42024890_42025161	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr12_-_56998369_56998100	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_61907862_61908143	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr20_-_60573192_60572749	0	8	0	0	0	0	no_alu	285887559	246574313
1	chr22_+_46493891_46494349	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr16_-_70304099_70303686	0	27	0	0	0	0	no_alu	285887559	246574313
1	chr16_-_685612_685365	0	8	0	0	0	0	no_alu	285887559	246574313
1	chr11_+_34118221_34118678	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr7_+_98564786_98565084	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr20_-_43572094_43571873	0	6	0	0	0	0	no_alu	285887559	246574313
1	chr3_-_195969433_195968992	0	20	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_15974723_15973868	0	9	2	2	0	0	non_ir_multi_alu	285887559	246574313
